learner,anchors,openmlid,slopes,is_nonmonotonic64,is_nonmonotonic256,is_nonmonotonic
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1399]",40975,"[-0.008543108949228455, 0.00019577218830985215, 0.0010442864790469917, 0.0012681482404628924, 0.000746788675875497, -6.081992385318331e-05, -4.017726782623146e-05, 0.00024266366376825136, 5.404567397908695e-05, 5.054893247798105e-05, -3.372575864961955e-05, -2.936190870764414e-05, -6.181818181818183e-06, 4.132330827067674e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 558]",40981,"[-0.011429957742927797, -0.0037873139993016168, 0.0008197106934260214, 0.0016182467193667205, 0.0013627136007353493, 0.000508486803056417, 0.00024116200443940943, 2.740821615781974e-05, 5.975447666209808e-05, 9.623630014222762e-05, 5.7623948450053854e-05, -3.865587132837945e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 40]",346,"[0.017922793997749112, 0.02051847630511497, 0.010318677768310964, 0.010318677768310964]",,,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[0.006879392850883305, 0.008414176733230305, 0.0021517171915614824, -0.0014033492589522372, 0.001310495975567441, -0.0012904132675939472, 0.0002599837154027194, -0.00014411890270522542]",FALSE,,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[0.0, 0.0, 0.0, 0.0008267750593148128, -5.085315044949806e-05, 0.0003504129712227632, 0.0006845711859861534, 0.0003869917012605605, 0.00042406844972173364, 0.0004430998159443214, 0.00023284729993927557, 0.00019218734260938161]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",723,"[0.0, 0.0, 0.0, 0.00035075855433034324, -0.0007308686472634537, 0.00025715878730034087, 0.0008271701755564946, 0.00035904025887159276, 0.0004803970413061356, 0.00019915183747983134, 0.00032061299057949523, 0.0001592520625648745]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",740,"[0.003396698823497766, 0.00120828952789101, 0.0007647744456324762, 0.002005746250373573, 0.00201248200780889, 0.0007962790601797465, 0.0007765531340180375, 0.0005923838112846646, 0.00018187893445939716, 0.00011972402563248826, -1.1770632514842995e-05, -3.815762273853376e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",741,"[0.007497882707945625, -0.003621399504900056, -0.0015025902210318456, 0.0014013646265921365, 0.0003212440648282747, 0.0005980277622007024, -0.0006310339223953467, -0.0003341060142678022, -0.000516793123400199, -0.00012909516169781158, 0.00010029281379681597, -0.00013998113135673415]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",743,"[0.005891959338673076, 0.005568423491560758, 0.0044304687886375866, 0.001607103064065905, 0.000877036289989168, 0.0006109683843576524, 0.0011768521730013135, 0.00032034549306109525, 0.00022007039066364404, -0.00016879131252536535, 0.00011566313463989387, -4.589505157059173e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",751,"[0.0032712772981550475, 0.0014117199396821455, 0.0006621009682420237, 0.003869979858006884, 0.0013178764152535884, 0.0008536871406191553, 0.0008242553054763347, -2.3923287707523422e-05, 0.00031069295610287596, 0.0001763753821562394, 0.0001267151884531074, 4.867799142149002e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",845,"[0.0012310570508341618, 0.0002947435524594769, 0.0005156058941957632, 0.001591150646490112, 0.000718558514829675, 0.0007225542742576338, 0.00014466489880228767, 0.00026509924915892643, -4.126464639480664e-05, 2.064302392114859e-05, -6.73327615671625e-06, -2.1886576413191063e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",849,"[0.0, 0.0, 0.0, 0.000123593555739656, -0.0008709898614015234, 0.00013743859308179131, 0.00018223647525805994, 0.00017569219576232993, 0.00016618969847374297, 0.00016204747198521053, 3.578236442202318e-06, 8.962051618036421e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",910,"[0.0035906151942064553, 0.0005269319623636025, -0.0004342211221270478, 0.0022032672699179934, 0.0018708635248188036, 0.0009681251755088973, 0.0009182615604469888, 0.00013161349168435536, 0.0004944327619829969, 7.33703738987555e-05, 0.00024208520223059009, 4.852656239187812e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",912,"[0.004665151551222529, 0.005710894983762474, 0.0032325132279866857, 0.0019580635666935956, 0.0009234409299141073, 0.000854761639023978, 0.0007448720955504958, 0.00017545174494672632, -3.26436585946183e-05, 1.5267705818901388e-07, -7.347380716896454e-05, 4.562500502221392e-05]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",917,"[0.0, 0.0, 0.0, 0.0011850942452092687, -0.002113007204992951, 0.0004039194310987385, 0.0004894441083732756, 0.00045198224560761007, 0.0004102392744379813, 0.00017811256985290707, 0.00032128227885023326, -1.719473070364615e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 505]",11,"[0.001355835022272868, 0.0011166404302729543, 0.0009717955310017645, -0.0007342489092279507, -0.0006643766258125811, -0.00022937970279966532, 0.0003059169056232095, 4.617941676404917e-05, -0.00010043296328291654, 7.20107340467397e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",31,"[0.0003479926076956667, 0.0005051244893730326, 0.002292874491037849, 0.0034308950780264987, 0.0019425800043183295, 0.0015592645576431394, 0.0013496926875723615, 7.502231586362772e-06, -0.00023170516162240396, -0.00022470642276987973, 0.000846448277772921, 0.0005454425168411244]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 121]",61,"[0.004570691660981067, -0.0018542446206449756, -0.0006926955024701488, 0.0005587755156942463, -0.0018559823405149755, -0.00043340569476569624]",FALSE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 40]",346,"[0.0029964962602144016, 0.0017507022570175685, -0.00014494524319552053, -0.0003809798451459137]",,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 162]",446,"[0.004334596599172943, -0.00016984823722032832, -0.004571374357751581, -0.007082918026405704, -0.006600938452182895, -0.0015220096082180835, -8.859020252095718e-05, 0.0003234873006242086]",FALSE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",715,"[0.0004590043132692245, 0.0018305971253450878, 0.00434262895538404, 0.006040930373939494, 0.0029778308920914097, 0.0022852791905149422, 0.0005224359010368216, 0.00040254993436187583, 0.0003265947539957134, 0.00016392572821309116, 2.465813498459318e-06, 7.177597118739133e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",723,"[0.0004717155056434082, 0.002359134184224182, 0.005841757576125947, 0.005397895384642593, 0.003299540358417569, 0.0016530544409299938, 0.00040541129994661816, 0.000667639497045238, 0.0003990294680855554, 0.00015924577312903524, 0.00032686866338541454, 1.2403990402800173e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",740,"[0.01273180234371662, 0.011897524098157267, 0.004358368340046864, 0.0013951872959564234, 0.001415100716321012, 0.00015074673851681367, 0.0006823578924100429, -0.00016249162898759236, 9.53395749773267e-05, -0.00029357014968167254, -0.00012742635980782227, -6.953317827025513e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 828]",741,"[0.0003866503780761875, 0.00018592675969184336, 0.002236606523979751, -0.0004794798667795348, -2.1361942431959252e-05, -8.373492378141198e-05, 0.000128901649453979, -0.0006243043923701095, -1.485934758557433e-05, -0.00031256020033750394, 1.7340424580147617e-05, 0.00010577582378204466]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",743,"[0.01293840300468799, 0.006272719346486787, 0.0031162477367517294, 0.00048570589357146575, 0.0008248911846097804, 0.001006458831796666, -0.00014915561571474928, 0.0001357432265496192, -0.00018716240842350345, -0.00013793274208941683, -2.4046427137632935e-05, 0.0004571481803112805]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",751,"[0.013166181018725189, 0.008474384651854208, 0.004935084942755751, 0.0018607773962605193, -0.0002537750569193161, 0.0006910192323175835, 0.0007786523728774662, -0.0001349736438375431, 0.00017027817840339514, 0.0007171258886278955, 0.0002957065466025577, -2.4763507708160886e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",799,"[0.006792230026226666, 0.0038951799950393035, 0.0008109524977806489, 0.0013311483393644646, 0.001076105691815287, -0.000397884767400594, 0.0003469426850384028, -0.0005718040098911933, 0.0002756670796933829, 0.0001487496944140266, -0.0002568461705869208, -8.570435463672791e-05]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",806,"[0.0, 1.5741833923652088e-05, 3.840491101774275e-05, 0.00024079692802098058, 0.0005353611857956277, 0.0033286348427261775, 0.0021201126667546723, 0.000897319676258182, 0.00026914794658328465, 0.000383245742997363, -9.757678635682968e-05, -0.0001064799843901988]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",813,"[0.009655906497412074, 0.007008329896174508, 0.003903017466337094, -0.0002593737137562763, 0.001484435886181576, -0.00012292717495636908, 0.0006646402972517943, 0.0011041823244158369, -0.0001396772103073053, -0.0006806969346433249, -0.0002214024352498597, 2.214052980311409e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",845,"[0.002104275478572136, 0.004135542512290305, 0.002973840164242852, 0.0019884170510846076, 0.0018922032468476615, 0.001066254214945832, -0.0002965045720532079, 4.2826320389398405e-06, 9.802281534171609e-05, -0.00034188202600036517, -7.571194609080038e-05, 3.998371328460206e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",849,"[5.340541811130043e-05, 0.00029337553048501715, 0.00031873115939470636, 0.0010321339030610241, 0.002538707910087285, 0.0021940274108082393, 0.0009521706066101722, 0.0004714022791100661, 0.00038306446951479506, 0.00026951916826107686, -0.00014464697595674485, -7.572406547694029e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",866,"[3.463203463203464e-05, 1.6926614055800626e-05, 4.358924498297324e-05, 0.00018047501981834676, 0.0009553028871922722, 0.0025820200644691756, 0.0018915515604949246, 0.0014858588414574183, 0.000818439281512765, 0.00029872314288545887, 0.0002857486957092548, 0.0001933104695280402]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 939]",897,"[-0.0030908111117648675, -0.002923827964477478, -0.0014887959472527138, -0.0037126095863324183, -0.0012648710309157607, 0.0006869255910519805, 0.0005702757188503837, 0.0003584269094947982, 0.0010927447987028706, 0.00018025299011385136, 0.0005772585513749941, -0.002192995144622942]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",903,"[0.00019058539803881413, 0.000866725010914011, 0.0034177430980305286, 0.003769768317184376, 0.0030016437514792547, 0.002355772236913817, 0.0011980950921053638, 0.00018517111695686816, 0.00053328458690615, 0.00023478607657192, -0.00026451195910237054, -0.0001600806001542674]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",904,"[0.0, -1.833460656990069e-05, 2.3364023364023364e-05, 0.00012203391324676485, 8.73268716897503e-05, 0.0004037406066762495, 0.0011993841956655115, 0.00047198757461719946, 0.0003299146397755878, 8.366579518480336e-05, 9.430165583596484e-05, -3.5691741418068236e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",910,"[0.009642747699642457, 0.010318552094487472, 0.005606684884079891, 0.002672316923168644, 0.0015254877116728344, 0.0004223223099888721, 0.000380011866066073, 0.00019540148024541103, -0.00013031836365068209, -0.00031518700092954895, -7.546532742856905e-05, -6.520485091062196e-05]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",912,"[0.010511772897408131, 0.004602427841729871, 0.002031078586957783, 0.0014045346482600243, 0.00023215150023646065, 0.0003141141784222317, 0.0009503894649980304, -0.00020584572816613307, -0.0010720620627183875, -0.0011052314942708835, -7.437990071721342e-05, 0.0006601371850829724]",TRUE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",913,"[0.007659341588063042, 0.008891876057400933, 0.005902522509178337, 0.003616083352985032, 0.0011238100212436302, 0.0009419373047680126, 0.001050609556628604, -3.2296941301602504e-05, 0.0003101162819847042, 8.314134659744829e-05, 0.00010191690349679445, -6.031036725081683e-06]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",917,"[0.00017481185481185474, 0.0016083647579918326, 0.0035419513912958913, 0.005486344504634522, 0.003767751146062374, 0.002069609731390852, 0.000666138655686286, 0.00025470392975033575, 0.0005368523998151886, 3.6512884866744654e-05, -0.00010306458802149687, -0.00032412142151868695]",TRUE,TRUE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 100]",1450,"[0.0007750511358304609, -0.001319023131069986, -0.0014561144666903408, -0.00017230886323959263, 0.0007836688803868624, 0.0006869718478241339]",TRUE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 85]",1465,"[0.01566729966566675, 0.014898671386933767, 0.008970743637065313, 0.003911909166906643, 0.0023204850042102994, 0.0009095071530588006]",TRUE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 170]",1499,"[-5.029099189834663e-05, -0.003642942304906269, -0.004085431131256017, -0.003331933550224573, -0.0018590150306968245, 0.0009240261888891008, -0.0008037647059573344, -0.00014875091738758613]",FALSE,,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 981]",1566,"[0.0019340213984850216, 0.001984430504001362, 0.0009244350886963046, -1.0079251321989983e-05, 0.0010154092713850406, -2.1176248160266128e-07, -0.0008973308030401862, -0.0009215454882284722, -0.0014330197262808692, 0.0009829658392638916, -6.475000325029505e-06, 0.0014643252950948288]",FALSE,FALSE,TRUE
sklearn.linear_model.SGDClassifier,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 558]",40981,"[0.009928142138080793, 0.0013912770457426586, 0.0008900035566440045, 0.0008949722595626078, -4.2883793344727224e-07, 7.79820852001095e-05, 0.0009766157311900043, -0.00024369460682271868, -0.0005311211934211547, -0.000273556249894126, 0.00032054643466238655, 0.001524039537359966]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]",14,"[-0.017173384663002077, -0.016785240182596087, -0.00958311540143999, -0.0018360457747502682, -0.00022717648574221608, 5.143371480005146e-06, 0.00027459752634879925, 0.0004785375841279244, 0.00027488590308067106, 0.0002382247946932211, 7.59449496222029e-05, 0.00012847290408753517, -7.792207792207777e-07, 5.142857142857149e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]",16,"[-0.022869550652486526, -0.02193785150922077, -0.0074583820858598075, -0.0005165434701657948, 0.0, 0.0, 0.0, 5.707342154445927e-05, 7.067154018583693e-05, 5.2614944028458054e-05, 3.973354503524372e-05, 4.8766629079519976e-05, 3.12727272727273e-05, 1.2150375939849643e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1620]",22,"[-0.016956201243371806, -0.002646425165520142, -0.00017091058910726403, 0.00012561991793547635, 0.0002484839596629825, 0.0006093794033898326, 0.0003686535391339328, 0.00010366886726307544, 0.00041413303800136796, 0.00011843224435504144, -1.606659321818986e-05, 0.00010823295426051585, -3.174025974025976e-05, 0.00010330827067669183]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1192]",23,"[-0.009077129706332846, 0.0066931219662163775, 0.006553423225650862, 0.004835814937342449, 0.002704403681831229, 0.0006030512726622788, 0.0007696186106641658, 0.00027290548425038116, 7.483504203503753e-05, 0.0001225359293660511, 7.313783781796948e-05, 6.143242771408201e-05, -1.262337662337663e-05, -6.412030075187977e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 4432]",30,"[0.0003424107530523768, 0.0007112402303751617, 0.0005641433139813269, 0.0007622135145830642, 0.00017365948347136388, 4.9585453457259996e-05, 0.0002982981469363968, 2.677802636660216e-05, -7.613194134988389e-05, -6.0306582561971924e-05, -7.285967849981718e-06, 4.456813233184175e-06, -2.6649350649350473e-05, -6.758441558441566e-05, 3.23636363636364e-05, -9.350649350649542e-07, 8.374025974025964e-05, -0.00012165413533834575]",TRUE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1871]",36,"[-0.003894576592976301, 0.000610255994804096, 0.0015871117575342872, 0.00047828896617067477, 0.0006250092343283966, 9.995132518648242e-05, 0.00046051165367423256, 8.409588946913356e-05, 0.00011384317145682343, 5.6894252570619544e-05, 2.291649511636914e-05, -3.850395246651698e-05, 3.6155844155844187e-05, -1.8796992481203037e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5208]",182,"[-0.001349490303872726, -0.0008450171972551917, -0.0004931467980354269, 4.9141463343262056e-05, 0.0003681537480108276, 0.0005176818530845713, 0.0006856185156484582, 0.0003287515842256541, 0.00033917877618008243, 0.00027336114839710804, 0.00017621513351163303, -1.8568338572797405e-05, 6.654545454545459e-05, 2.08831168831169e-05, 0.00017890909090909104, 3.8077922077922115e-05, 5.4753246753246785e-05, 7.4285714285714106e-06]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",718,"[-0.004468604500892987, -0.006081593487139183, -0.005103975743064638, -0.005003498276570201, -0.004231213699033406, -0.0005615702793487784, 0.0016387742887507947, 0.0010962816171070444, 0.0007881962637668407, 0.0001416402393733536, 0.00012057598215591736, 0.00013560343326447148]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 3383]",720,"[0.004037764088819045, 0.0059332551054869466, 0.003516448042631779, 0.0006016965473824463, 0.0008241300605602133, 0.0006482436710252004, 0.00028726713237750144, 3.374669956518597e-05, 9.659559680536564e-05, 2.7454637748392848e-05, 5.674833752520983e-05, -3.152469952907696e-05, 1.3506493506493515e-06, -3.366233766233768e-05, -9.350649350649732e-07, 8.018045112781962e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 6634]",735,"[2.9506873393711895e-05, 0.0021843250923985536, 0.0013453841478013532, 0.0014060706047633144, 0.00031910621115263443, 0.00013775970512404923, 2.8975163796035904e-05, 0.0001324496767976944, 0.00010857646116483103, -1.3217757904577389e-05, -1.8350893765820633e-05, -4.422015624054109e-06, 8.571428571428576e-06, 7.636363636363636e-06, -7.01298701298702e-06, 0.000129922077922078, -1.4181818181818181e-05, -4.5263157894736873e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 6634]",761,"[-0.0012665314483496302, -5.187404412372995e-05, 0.0006710859257458026, 0.0009904392290436403, 0.000587827019240595, 0.00033835281781217723, 0.00013742525912149934, 8.03165861481729e-05, 0.00011740526983914574, 4.315809237596748e-05, -2.6310035874335987e-05, 3.674916815453521e-05, 2.7688311688311706e-05, 3.641558441558445e-05, 2.187012987012988e-05, 2.3792207792207796e-05, 1.3194805194805233e-05, 1.0827067669173492e-06]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",797,"[-0.010007934556484726, -0.009030462215455492, -0.008003505143836905, -0.003324019727663935, 0.0020793010890676335, 0.00288254249241602, 0.0008123754099139879, 0.0007601399537231977, 0.00018682083583303397, 5.408954216852118e-05, 0.00012241419346804627, 2.346022505566106e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5774]",803,"[0.00183759166528706, 0.0010909910295891483, 0.0010447681836082492, 0.0001727609068616038, 8.528405611846813e-05, 0.000134619600357668, 0.00017704338121168745, -3.861229695090003e-05, 0.00011326667742684704, 1.2344323107248108e-05, 2.0000445095665713e-05, 2.8326167925207935e-05, 1.277922077922053e-05, 1.267532467532504e-05, 1.641558441558422e-05, 2.6389610389609954e-05, -1.0129870129869908e-05, -0.00010213533834586468]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 810]",806,"[-0.009402500358610092, -0.009423133502871484, -0.008190341156740045, -0.00321346267678556, 0.001724326306046734, 0.002318656622960362, 0.0012645333220887816, 0.000456447712365762, 0.00018394358628788385, 0.0001719088152882955, 1.2606859955570024e-05, 1.790614647774574e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 6634]",807,"[0.004496587704084054, 0.0048150529043046305, 0.0022014556210862802, 0.002493931113127308, 0.0005411397290165487, 5.95369763152291e-05, 0.0002995355419286987, -0.00011945324496189434, 0.00014573504534778363, 3.261923018682118e-05, 9.053958783890353e-06, 4.681648361788916e-06, -3.215584415584417e-05, 4.405194805194809e-05, -3.1532467532467563e-05, 6.78441558441559e-05, 7.24675324675325e-05, -4.138345864661656e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 6634]",816,"[0.006648627394885879, 0.006902871289624766, 0.001853568159607113, 0.0007598566229821898, 0.0009219468342405952, -0.0001014445595053514, -0.00022474972254581788, -0.00042302902330442925, -0.00023843989750189847, -8.237625884795416e-06, -1.157897351049356e-05, 5.796101982308889e-05, -1.818181818181827e-05, -2.654545454545432e-05, -0.00010914285714285663, 5.298701298701293e-05, -7.787012987012951e-05, -6.818045112781997e-05]",FALSE,FALSE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 7708]",819,"[0.0033232978218843013, 0.0028330878938397338, 0.0015226685466281408, 0.00012542440901363347, 0.00031482683815905555, 0.00026602114068478453, 0.00016574993665409657, 5.758599421316101e-05, -4.681247474937762e-05, -2.356003414252202e-05, 1.0899712137472268e-05, -4.757238675055028e-05, 5.558441558441555e-06, 1.2987012987012996e-05, -5.662337662337664e-06, -3.6987012987013005e-05, -4.8623376623376676e-05, 3.90977443609023e-05]",TRUE,TRUE,TRUE
sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[16, 23, 32, 45, 64, 91, 128, 181, 256, 362, 512, 724, 1024, 1448, 2048, 2896, 4096, 5793, 8192, 11585, 16384, 16718]",822,"[0.003839570009352521, 0.004840284566627383, 0.0015646398862103484, 0.0013089759522965847, 0.0010656490161238227, 0.00010862711967396292, 0.00012856308599745088, -0.00010126803951545006, 0.00022976329537429782, 8.432051259585409e-05, 3.887500604273977e-06, -6.512461914409027e-05, -9.584415584415591e-05, -5.350649350649232e-06, -2.7532467532467647e-06, 0.0001286233766233767, 2.1194805194805224e-05, -4.010389610389615e-05, 3.667532467532468e-05, -0.0002089350649350651, -0.00013771428571428582, 6.902255639097758e-05]",TRUE,TRUE,TRUE
